hospital_id;device_id;utilization_date;amount;name;creation_date;title;category;department_id;extra_info
289;108;21/03/2025;3612;Edwards LLC;19/03/2017;Bloco Operatório;Sutura Mecânica;1754;Calibração pendente
149;107;01/01/2023;3872;Weaver Inc;31/01/2014;Bloco Operatório;Desfibrilhação;1755;Sala 302
256;108;30/07/2025;3386;Jordan, Medina and Dixon;17/01/2024;Bloco Operatório;Sutura Mecânica;1756;Software v4.2
364;101;29/01/2023;1110;Hall, Weaver and Edwards;13/07/2019;Cardiologia;Monitorização;1757;Uso Urgente
96;108;16/08/2021;2157;Taylor, Mills and Stanley;03/10/2015;Pediatria;Sutura Mecânica;1758;Manutenção efetuada
202;101;22/02/2025;4229;Clark, Smith and Martinez;02/04/2018;Pediatria;Monitorização;1567;Manutenção efetuada
78;103;13/06/2022;4679;Warren-Everett;24/05/2015;Oncologia;Diagnóstico;1759;Uso Urgente
146;108;12/01/2025;4909;Weaver-Hernandez;15/07/2017;Ginecologia;Sutura Mecânica;1760;Calibração pendente
388;102;12/09/2025;2304;Osborne, Johnson and Bond;21/08/2022;Oncologia;Ventilação;1761;Manutenção efetuada
221;103;17/03/2020;2704;Randolph-Garrison;01/09/2017;Cuidados Intensivos;Diagnóstico;1762;Manutenção efetuada
389;104;19/01/2020;843;Herman, Hansen and Stone;15/11/2010;Bloco Operatório;Imagiologia;1763;Manutenção efetuada
390;106;08/09/2020;3089;Gray-Kelly;23/11/2013;Oncologia;Infusão;1764;Piso 1
262;106;25/12/2024;2077;Johnson, White and Reed;28/02/2015;Cardiologia;Infusão;1765;Uso Urgente
116;108;25/07/2023;349;Jordan, Craig and Parker;24/05/2015;Pediatria;Sutura Mecânica;1766;Sala 302
391;104;27/04/2021;147;Riggs-Huff;07/10/2017;Radiologia;Imagiologia;1767;Ala Norte
213;107;24/10/2021;107;Ramirez-Stephenson;01/05/2016;Neurologia;Desfibrilhação;1768;Sala 302
268;105;17/02/2026;4626;Spence Inc;08/07/2016;Cardiologia;Esterilização;1769;Calibração pendente
57;108;01/06/2020;2236;Walton-Haynes;26/11/2014;Ortopedia;Sutura Mecânica;1770;Calibração pendente
79;107;23/10/2024;1356;Jones PLC;09/04/2018;Cuidados Intensivos;Desfibrilhação;1771;Sala 302
392;103;10/09/2024;2868;Anderson-Randolph;19/05/2021;Oncologia;Diagnóstico;1772;Sala 302
350;107;11/07/2023;4686;Chandler-Jenkins;17/10/2013;Urgências;Desfibrilhação;1773;Sala 302
393;106;06/07/2020;3328;Burns-Day;01/01/2011;Cuidados Intensivos;Infusão;1774;Ala Norte
180;101;03/02/2024;3764;Lee, Herman and Ramirez;04/12/2021;Ginecologia;Monitorização;1775;Sala 302
238;106;19/06/2022;4387;Aguilar Group;01/06/2016;Cardiologia;Infusão;1776;Software v4.2
101;101;01/06/2022;3908;Dixon, Wilson and Dillon;07/01/2021;Oncologia;Monitorização;1373;Piso 1
231;105;30/09/2024;4539;Schmidt Ltd;17/02/2022;Pediatria;Esterilização;1777;Uso Urgente
261;106;27/08/2023;822;Anderson Ltd;09/07/2017;Urgências;Infusão;1778;Manutenção efetuada
304;107;14/06/2022;1413;Fernandez-Jones;13/06/2014;Radiologia;Desfibrilhação;1779;Sala 302
238;101;01/10/2021;1038;Aguilar Group;19/03/2015;Bloco Operatório;Monitorização;1780;Calibração pendente
146;104;09/10/2023;867;Weaver-Hernandez;16/09/2014;Neurologia;Imagiologia;1781;Manutenção efetuada
394;106;12/08/2020;265;Johnson-Garcia;18/05/2011;Pediatria;Infusão;1782;Piso 1
280;105;11/06/2024;4942;Ellis-Sparks;26/04/2019;Ginecologia;Esterilização;1783;Piso 1
102;104;26/07/2022;2883;Ramirez-Ayala;22/11/2019;Neurologia;Imagiologia;1713;Equipamento Novo
381;104;04/08/2021;2843;Campbell, Garcia and Dean;03/10/2017;Ginecologia;Imagiologia;1784;Equipamento Novo
183;107;20/08/2025;1996;Lewis, Rosales and Barrett;10/11/2017;Bloco Operatório;Desfibrilhação;1785;Software v4.2
183;107;20/08/2025;1996;Lewis, Rosales and Barrett;18/07/2021;Radiologia;Desfibrilhação;1322;Uso Urgente
193;103;21/11/2022;1702;Little-Smith;18/08/2020;Oncologia;Diagnóstico;1786;Ala Norte
193;105;21/11/2022;1702;Little-Smith;20/06/2021;Cardiologia;Esterilização;1787;Equipamento Novo
155;101;20/09/2025;3108;Yang, Torres and Patel;20/04/2017;Pediatria;Monitorização;1788;Piso 1
89;105;06/09/2021;2230;Stanton Group;26/04/2017;Cuidados Intensivos;Esterilização;1789;Piso 1
240;105;14/12/2020;4682;Bryant-Henry;12/01/2018;Ortopedia;Esterilização;1790;Equipamento Novo
119;106;24/09/2021;2463;Flowers Inc;06/01/2020;Radiologia;Infusão;1139;Piso 1
137;108;24/11/2021;3982;Willis and Sons;21/07/2015;Ortopedia;Sutura Mecânica;1791;Equipamento Novo
395;105;08/08/2024;4458;Cooper-Santos;13/06/2021;Ginecologia;Esterilização;1792;Manutenção efetuada
67;104;09/04/2020;4880;Scott and Sons;13/12/2010;Ortopedia;Imagiologia;1793;Uso Urgente
258;108;31/12/2021;825;Yoder-Pearson;16/05/2013;Ortopedia;Sutura Mecânica;1374;Equipamento Novo
95;103;23/04/2023;4304;Silva PLC;26/07/2015;Cuidados Intensivos;Diagnóstico;1794;Software v4.2
285;101;08/08/2022;3441;Griffin PLC;19/09/2019;Ortopedia;Monitorização;1795;Software v4.2
294;101;07/07/2023;4728;Smith-Barrett;02/02/2018;Cardiologia;Monitorização;1796;Sala 302
168;107;04/11/2021;1924;Schwartz Ltd;20/08/2019;Ortopedia;Desfibrilhação;1797;Ala Norte
396;105;16/06/2023;3862;Meyer, Hendricks and Davis;18/05/2020;Ortopedia;Esterilização;1798;Calibração pendente
396;108;16/06/2023;3862;Meyer, Hendricks and Davis;21/01/2020;Ortopedia;Sutura Mecânica;1798;Equipamento Novo
397;101;27/01/2020;4850;Martin, Martin and Rivas;18/06/2016;Radiologia;Monitorização;1799;Sala 302
397;108;27/01/2020;4850;Martin, Martin and Rivas;14/08/2012;Cuidados Intensivos;Sutura Mecânica;1800;Piso 1
32;102;08/01/2023;3774;Stewart, Cuevas and Morales;19/02/2021;Oncologia;Ventilação;1801;Equipamento Novo
398;107;06/10/2023;3824;Clark, Good and Gonzales;14/05/2022;Ortopedia;Desfibrilhação;1802;Manutenção efetuada
183;103;08/09/2025;280;Lewis, Rosales and Barrett;13/02/2022;Urgências;Diagnóstico;1803;Ala Norte
183;102;08/09/2025;280;Lewis, Rosales and Barrett;12/01/2024;Bloco Operatório;Ventilação;1785;Manutenção efetuada
399;101;18/03/2020;2428;Thompson PLC;07/10/2017;Urgências;Monitorização;1804;Piso 1
400;108;14/12/2020;203;Gibbs, Bowen and Salazar;08/02/2014;Urgências;Sutura Mecânica;1805;Ala Norte
396;102;24/12/2020;4964;Meyer, Hendricks and Davis;30/03/2015;Neurologia;Ventilação;1806;Piso 1
396;102;24/12/2020;4964;Meyer, Hendricks and Davis;26/09/2011;Radiologia;Ventilação;1807;Sala 302
267;108;15/07/2021;3813;Baker-Cunningham;05/11/2015;Radiologia;Sutura Mecânica;1808;Piso 1
394;105;14/05/2025;3735;Johnson-Garcia;27/05/2018;Urgências;Esterilização;1809;Sala 302
41;105;22/10/2022;1255;Scott PLC;06/12/2013;Oncologia;Esterilização;1683;Sala 302
9;104;22/11/2024;4411;Sanders Group;09/06/2015;Cardiologia;Imagiologia;1698;Manutenção efetuada
343;103;27/09/2025;3646;Thompson, Williams and Weaver;02/03/2023;Ortopedia;Diagnóstico;1810;Piso 1
118;105;27/03/2024;537;Thomas Group;07/01/2020;Ginecologia;Esterilização;1811;Equipamento Novo
401;103;22/05/2024;224;Simon Group;18/10/2016;Ortopedia;Diagnóstico;1812;Ala Norte
402;107;14/02/2022;3316;Young PLC;11/05/2014;Ortopedia;Desfibrilhação;1813;Piso 1
101;106;21/07/2024;4619;Dixon, Wilson and Dillon;28/06/2022;Neurologia;Infusão;1814;Software v4.2
207;102;29/11/2021;3981;Porter, Nelson and Dorsey;19/05/2017;Ortopedia;Ventilação;1815;Manutenção efetuada
340;107;01/05/2022;3622;Yates Group;07/10/2014;Cuidados Intensivos;Desfibrilhação;1816;Ala Norte
246;105;30/12/2022;3983;Kane-Griffith;10/02/2013;Neurologia;Esterilização;1817;Sala 302
270;105;27/12/2020;285;Nelson Group;08/04/2019;Radiologia;Esterilização;1395;Equipamento Novo
221;105;07/03/2023;1018;Randolph-Garrison;01/02/2014;Cuidados Intensivos;Esterilização;1762;Calibração pendente
403;108;09/09/2021;3577;Bell-Webb;15/04/2016;Ortopedia;Sutura Mecânica;1818;Software v4.2
233;107;18/09/2025;1914;Powell Inc;29/12/2020;Cardiologia;Desfibrilhação;1819;Calibração pendente
121;106;06/01/2024;2496;Woods, Cook and Mullins;25/03/2018;Cardiologia;Infusão;1268;Equipamento Novo
231;101;11/01/2024;3964;Schmidt Ltd;07/06/2017;Cuidados Intensivos;Monitorização;1820;Piso 1
156;108;19/02/2023;472;Martinez PLC;31/10/2021;Ginecologia;Sutura Mecânica;1821;Manutenção efetuada
334;104;16/04/2023;2971;Davis Group;10/02/2020;Ortopedia;Imagiologia;1822;Uso Urgente
334;105;16/04/2023;2971;Davis Group;23/11/2016;Oncologia;Esterilização;1823;Ala Norte
10;107;23/06/2023;1447;Banks, Robertson and Martinez;24/12/2020;Cardiologia;Desfibrilhação;1824;Manutenção efetuada
24;105;27/11/2023;1608;Vang, Tanner and Robinson;15/10/2017;Ginecologia;Esterilização;1825;Piso 1
404;103;20/08/2025;4029;Phelps-Robinson;04/12/2020;Urgências;Diagnóstico;1826;Manutenção efetuada
86;103;11/08/2024;1142;Bailey-Hoffman;25/05/2019;Ortopedia;Diagnóstico;1827;Manutenção efetuada
156;107;15/07/2020;1514;Martinez PLC;03/05/2018;Ortopedia;Desfibrilhação;1828;Uso Urgente
27;104;27/05/2024;2135;Sampson-Garcia;02/09/2020;Oncologia;Imagiologia;1521;Software v4.2
285;102;30/08/2022;4702;Griffin PLC;09/12/2012;Ginecologia;Ventilação;1829;Manutenção efetuada
405;107;10/01/2021;1707;Small-Williams;26/05/2019;Cardiologia;Desfibrilhação;1830;Sala 302
21;104;13/12/2024;1447;Jones-Baldwin;06/07/2020;Oncologia;Imagiologia;1831;Ala Norte
319;106;04/04/2021;4541;Mckinney, Franklin and Aguirre;25/10/2011;Ortopedia;Infusão;1832;Piso 1
319;101;04/04/2021;4541;Mckinney, Franklin and Aguirre;04/10/2015;Oncologia;Monitorização;1833;Sala 302
333;107;23/02/2025;870;Pierce Group;27/06/2023;Ortopedia;Desfibrilhação;1834;Uso Urgente
205;105;07/08/2022;2409;Rose and Sons;21/12/2013;Urgências;Esterilização;1835;Calibração pendente
396;102;18/01/2020;2844;Meyer, Hendricks and Davis;19/07/2010;Ortopedia;Ventilação;1798;Piso 1
396;106;18/01/2020;2844;Meyer, Hendricks and Davis;20/05/2010;Ortopedia;Infusão;1798;Equipamento Novo
406;101;28/03/2024;403;Bass, Parker and Rivera;19/12/2016;Cuidados Intensivos;Monitorização;1836;Calibração pendente
401;106;22/11/2024;4798;Simon Group;18/10/2015;Bloco Operatório;Infusão;1837;Piso 1
99;105;11/10/2021;4754;Stephens Ltd;21/12/2018;Oncologia;Esterilização;1838;Manutenção efetuada
233;106;24/09/2021;2543;Powell Inc;01/03/2013;Neurologia;Infusão;1671;Software v4.2
259;104;01/01/2026;1726;Barrett Ltd;11/11/2021;Bloco Operatório;Imagiologia;1839;Software v4.2
238;105;22/03/2024;3117;Aguilar Group;12/01/2020;Radiologia;Esterilização;1706;Equipamento Novo
387;108;03/01/2025;2117;Brown-Campbell;07/12/2020;Bloco Operatório;Sutura Mecânica;1840;Software v4.2
20;107;16/08/2021;3322;Mcdaniel-Patterson;02/12/2015;Urgências;Desfibrilhação;1841;Manutenção efetuada
41;106;01/09/2021;3772;Scott PLC;09/03/2020;Neurologia;Infusão;1842;Sala 302
319;103;07/04/2021;3223;Mckinney, Franklin and Aguirre;17/02/2015;Bloco Operatório;Diagnóstico;1843;Sala 302
319;101;07/04/2021;3223;Mckinney, Franklin and Aguirre;26/12/2014;Bloco Operatório;Monitorização;1843;Ala Norte
407;101;01/01/2024;4377;Oneill, Nelson and Moore;11/02/2022;Ginecologia;Monitorização;1844;Equipamento Novo
295;102;01/05/2020;2013;Clark-Morris;15/01/2016;Bloco Operatório;Ventilação;1845;Software v4.2
408;105;30/06/2024;2365;Clark Group;23/03/2016;Urgências;Esterilização;1846;Equipamento Novo
409;107;27/03/2025;4813;Stein-Baker;23/04/2018;Bloco Operatório;Desfibrilhação;1847;Sala 302
235;107;15/01/2023;2192;Oconnell Ltd;17/03/2018;Radiologia;Desfibrilhação;1848;Software v4.2
314;103;04/12/2021;4997;Chaney, Martinez and Scott;01/12/2012;Cuidados Intensivos;Diagnóstico;1849;Piso 1
45;105;13/11/2022;4672;Tate-Lewis;04/10/2016;Cardiologia;Esterilização;1850;Ala Norte
27;103;27/09/2020;4111;Sampson-Garcia;20/06/2016;Ginecologia;Diagnóstico;1851;Calibração pendente
385;102;01/06/2024;198;Adkins Ltd;28/11/2020;Ginecologia;Ventilação;1852;Ala Norte
292;102;12/06/2022;4922;Smith and Sons;22/08/2017;Neurologia;Ventilação;1853;Ala Norte
301;103;15/08/2022;2650;Garcia-Elliott;28/04/2015;Bloco Operatório;Diagnóstico;1854;Uso Urgente
83;104;08/06/2025;1058;Adams, Patterson and Cantrell;20/04/2023;Ortopedia;Imagiologia;1855;Uso Urgente
283;104;06/07/2023;418;Logan, Taylor and Williams;13/08/2013;Radiologia;Imagiologia;1856;Calibração pendente
106;108;14/06/2021;3311;Hamilton PLC;30/11/2011;Radiologia;Sutura Mecânica;1857;Ala Norte
318;105;11/07/2021;426;Dorsey, Riggs and Carrillo;27/02/2012;Neurologia;Esterilização;1858;Ala Norte
220;105;11/06/2020;2667;Singh and Sons;30/06/2012;Ortopedia;Esterilização;1859;Piso 1
279;107;25/12/2025;3811;Vasquez PLC;26/04/2020;Ortopedia;Desfibrilhação;1518;Ala Norte
391;104;17/07/2024;2197;Riggs-Huff;20/10/2020;Ortopedia;Imagiologia;1860;Uso Urgente
410;105;30/09/2025;680;Griffith-Hernandez;02/08/2016;Ortopedia;Esterilização;1861;Ala Norte
62;106;18/07/2025;2070;Rodriguez Inc;14/09/2019;Ginecologia;Infusão;1862;Manutenção efetuada
100;105;02/12/2025;278;Flores-Martin;27/09/2018;Ortopedia;Esterilização;1678;Calibração pendente
76;106;12/01/2025;3310;Harrison Group;31/08/2017;Bloco Operatório;Infusão;1863;Equipamento Novo
76;106;12/01/2025;3310;Harrison Group;17/04/2019;Neurologia;Infusão;1864;Software v4.2
311;104;03/11/2021;446;Miller, Scott and Bowers;09/08/2015;Neurologia;Imagiologia;1865;Uso Urgente
411;107;03/07/2022;1047;Kelly Group;12/03/2014;Neurologia;Desfibrilhação;1866;Software v4.2
201;103;06/02/2024;2262;Carr-Sellers;06/01/2020;Cardiologia;Diagnóstico;1699;Piso 1
185;106;12/03/2021;4114;Adams-Park;12/08/2017;Neurologia;Infusão;1867;Software v4.2
412;104;27/08/2020;2721;Thomas-Randall;18/10/2010;Pediatria;Imagiologia;1868;Piso 1
166;108;12/05/2025;4501;Price, Ortiz and Buck;01/06/2017;Cardiologia;Sutura Mecânica;1869;Manutenção efetuada
189;107;07/05/2025;4246;Chang, Jackson and Williams;13/09/2021;Neurologia;Desfibrilhação;1749;Ala Norte
105;103;05/01/2024;3460;Cooper, Walker and Farrell;10/09/2016;Radiologia;Diagnóstico;1870;Uso Urgente
28;103;18/06/2024;1737;Esparza LLC;08/07/2018;Pediatria;Diagnóstico;1094;Software v4.2
297;106;18/02/2020;2865;Williams PLC;03/03/2015;Radiologia;Infusão;1871;Equipamento Novo
163;105;22/04/2024;817;Rubio, Ryan and Phillips;11/01/2020;Bloco Operatório;Esterilização;1872;Piso 1
97;108;06/08/2025;2940;Simmons Inc;12/07/2019;Urgências;Sutura Mecânica;1113;Manutenção efetuada
413;107;24/04/2024;379;Anderson, Kane and George;19/04/2021;Urgências;Desfibrilhação;1873;Manutenção efetuada
37;102;14/09/2020;4866;Riggs LLC;28/03/2015;Oncologia;Ventilação;1874;Piso 1
260;103;13/09/2023;1365;Phillips, Shaw and Gutierrez;30/11/2016;Radiologia;Diagnóstico;1875;Piso 1
414;101;23/03/2024;427;Walker-Vasquez;08/11/2019;Cardiologia;Monitorização;1876;Sala 302
183;102;26/10/2020;1208;Lewis, Rosales and Barrett;06/02/2016;Radiologia;Ventilação;1322;Piso 1
183;102;26/10/2020;1208;Lewis, Rosales and Barrett;26/06/2014;Urgências;Ventilação;1803;Piso 1
407;106;09/03/2022;2553;Oneill, Nelson and Moore;21/08/2019;Bloco Operatório;Infusão;1877;Software v4.2
74;102;22/07/2020;4520;Mcbride Ltd;29/06/2015;Urgências;Ventilação;1878;Calibração pendente
52;103;04/06/2022;2715;Pierce and Sons;04/12/2013;Cardiologia;Diagnóstico;1879;Equipamento Novo
415;102;08/07/2025;3278;Martinez, Ellis and Hernandez;02/07/2024;Ginecologia;Ventilação;1880;Ala Norte
336;102;28/01/2022;1285;Roberson, Walton and Lutz;24/02/2019;Bloco Operatório;Ventilação;1881;Calibração pendente
258;101;27/11/2025;662;Yoder-Pearson;08/11/2020;Cardiologia;Monitorização;1882;Piso 1
200;102;26/07/2025;3703;Beasley, Rodriguez and Brooks;31/12/2016;Ginecologia;Ventilação;1883;Equipamento Novo
416;103;10/04/2022;4606;Andrews PLC;10/02/2015;Neurologia;Diagnóstico;1884;Software v4.2
197;107;28/09/2021;2587;Perez-Whitehead;18/10/2012;Pediatria;Desfibrilhação;1885;Equipamento Novo
136;106;18/08/2022;3486;Juarez Inc;25/06/2021;Oncologia;Infusão;1886;Equipamento Novo
146;102;17/11/2025;2313;Weaver-Hernandez;25/08/2020;Ortopedia;Ventilação;1887;Ala Norte
31;103;11/02/2024;1050;Rivera Inc;10/03/2019;Neurologia;Diagnóstico;1888;Calibração pendente
197;103;02/12/2021;3584;Perez-Whitehead;30/03/2019;Bloco Operatório;Diagnóstico;1889;Software v4.2
102;102;22/11/2021;2948;Ramirez-Ayala;29/07/2016;Radiologia;Ventilação;1890;Equipamento Novo
4;108;08/02/2021;1004;Wilson, Goodwin and Alexander;04/11/2019;Neurologia;Sutura Mecânica;1891;Manutenção efetuada
320;104;21/06/2020;4153;Blackburn-Henry;14/05/2015;Oncologia;Imagiologia;1539;Calibração pendente
94;105;11/10/2021;4118;Wilkinson Group;31/12/2014;Urgências;Esterilização;1892;Calibração pendente
417;108;13/11/2020;1438;Jacobs-Castillo;25/04/2011;Cardiologia;Sutura Mecânica;1893;Calibração pendente
389;104;17/09/2021;2252;Herman, Hansen and Stone;15/01/2015;Ginecologia;Imagiologia;1894;Equipamento Novo
224;104;09/06/2025;4494;Boone, Smith and Obrien;13/02/2021;Ortopedia;Imagiologia;1895;Uso Urgente
159;108;13/06/2025;785;Reed LLC;08/01/2023;Pediatria;Sutura Mecânica;1896;Ala Norte
251;104;07/08/2023;1093;Martin-Wilson;11/07/2015;Bloco Operatório;Imagiologia;1897;Software v4.2
157;104;10/01/2023;582;Jackson-Williams;28/08/2013;Ginecologia;Imagiologia;1898;Piso 1
46;103;16/03/2020;2337;Meyer Inc;10/07/2018;Ortopedia;Diagnóstico;1899;Manutenção efetuada
322;105;31/05/2025;4831;Francis-Turner;26/12/2020;Cuidados Intensivos;Esterilização;1900;Calibração pendente
373;102;12/10/2024;105;Anthony-Avila;05/08/2020;Urgências;Ventilação;1901;Uso Urgente
314;106;29/03/2021;3634;Chaney, Martinez and Scott;29/08/2014;Neurologia;Infusão;1902;Equipamento Novo
418;102;28/10/2020;3290;Ayala-Martinez;07/12/2015;Urgências;Ventilação;1903;Ala Norte
291;104;10/03/2024;105;Howard-Ward;09/02/2018;Ortopedia;Imagiologia;1584;Ala Norte
387;101;15/08/2022;3134;Brown-Campbell;02/04/2014;Bloco Operatório;Monitorização;1840;Manutenção efetuada
159;105;24/03/2020;2391;Reed LLC;14/05/2012;Ginecologia;Esterilização;1904;Ala Norte
95;105;08/11/2021;1274;Silva PLC;25/06/2014;Ginecologia;Esterilização;1197;Manutenção efetuada
419;107;28/12/2020;944;Callahan-Gould;06/07/2011;Cardiologia;Desfibrilhação;1905;Equipamento Novo
246;104;25/11/2020;3899;Kane-Griffith;27/08/2014;Cuidados Intensivos;Imagiologia;1906;Software v4.2
171;103;15/11/2022;2092;Cox Ltd;25/08/2013;Neurologia;Diagnóstico;1907;Sala 302
19;102;18/01/2021;1656;Johnson Inc;25/04/2017;Ginecologia;Ventilação;1493;Sala 302
62;102;07/12/2021;3851;Rodriguez Inc;29/09/2013;Cuidados Intensivos;Ventilação;1068;Piso 1
420;106;29/11/2021;2776;Berger-Johnson;21/11/2013;Neurologia;Infusão;1908;Software v4.2
254;105;31/10/2021;1435;Salinas-Franco;11/05/2019;Urgências;Esterilização;1909;Equipamento Novo
421;108;06/11/2020;3601;Jones-Glover;16/07/2014;Cuidados Intensivos;Sutura Mecânica;1910;Equipamento Novo
381;103;01/01/2023;972;Campbell, Garcia and Dean;03/05/2020;Neurologia;Diagnóstico;1911;Piso 1
259;104;13/01/2024;3845;Barrett Ltd;26/01/2019;Oncologia;Imagiologia;1553;Uso Urgente
151;108;11/06/2020;963;Dunn, Serrano and Dillon;21/08/2013;Urgências;Sutura Mecânica;1912;Sala 302
58;107;07/07/2022;4353;Kim, Thompson and Stafford;27/08/2019;Pediatria;Desfibrilhação;1913;Ala Norte
106;107;06/04/2023;321;Hamilton PLC;13/03/2018;Cardiologia;Desfibrilhação;1914;Software v4.2
230;108;09/06/2023;3427;Miller Inc;26/09/2018;Bloco Operatório;Sutura Mecânica;1915;Ala Norte
263;102;16/01/2022;4746;Gray Inc;24/07/2014;Neurologia;Ventilação;1916;Manutenção efetuada
83;101;21/04/2021;4039;Adams, Patterson and Cantrell;21/11/2015;Oncologia;Monitorização;1917;Manutenção efetuada
3;106;17/07/2025;837;Bullock, Ramos and Harris;12/12/2017;Oncologia;Infusão;1918;Piso 1
281;104;11/01/2023;1463;Warren-Sullivan;22/05/2018;Bloco Operatório;Imagiologia;1919;Calibração pendente
422;104;09/10/2024;1405;Espinoza-Valencia;09/02/2023;Oncologia;Imagiologia;1920;Sala 302
423;108;15/12/2021;2240;Bowers-Kelley;21/09/2017;Cardiologia;Sutura Mecânica;1921;Equipamento Novo
159;105;14/10/2023;3243;Reed LLC;21/09/2018;Pediatria;Esterilização;1896;Software v4.2
189;106;07/07/2024;878;Chang, Jackson and Williams;12/04/2019;Cardiologia;Infusão;1922;Calibração pendente
271;102;12/08/2025;3008;Wiley-Fletcher;30/12/2020;Pediatria;Ventilação;1923;Uso Urgente
340;102;30/04/2023;2111;Yates Group;18/05/2019;Ginecologia;Ventilação;1924;Ala Norte
122;103;07/08/2025;2574;Davis, Terry and Diaz;26/05/2023;Oncologia;Diagnóstico;1925;Calibração pendente
272;102;17/10/2021;4459;Simon Inc;05/05/2017;Pediatria;Ventilação;1926;Piso 1
173;107;25/12/2024;3217;Stewart and Sons;18/01/2018;Cardiologia;Desfibrilhação;1927;Equipamento Novo
209;104;26/07/2023;336;Wright, Smith and Lucas;01/02/2014;Cuidados Intensivos;Imagiologia;1291;Manutenção efetuada
52;106;06/10/2024;3365;Pierce and Sons;23/01/2022;Radiologia;Infusão;1928;Equipamento Novo
195;102;18/05/2023;3118;Nguyen PLC;16/04/2018;Ortopedia;Ventilação;1929;Equipamento Novo
191;105;30/03/2024;3404;Warner-Gonzalez;18/10/2014;Cardiologia;Esterilização;1930;Piso 1
191;103;30/03/2024;3404;Warner-Gonzalez;12/09/2020;Oncologia;Diagnóstico;1931;Software v4.2
53;104;02/07/2022;4427;Morrison PLC;13/03/2021;Ginecologia;Imagiologia;1456;Sala 302
205;103;22/01/2021;1025;Rose and Sons;06/03/2018;Urgências;Diagnóstico;1835;Manutenção efetuada
135;108;06/10/2024;4129;Mendoza, Marshall and Warner;05/01/2023;Urgências;Sutura Mecânica;1932;Software v4.2
251;108;24/06/2025;4885;Martin-Wilson;31/12/2020;Ginecologia;Sutura Mecânica;1933;Equipamento Novo
31;103;11/01/2021;319;Rivera Inc;25/06/2018;Ginecologia;Diagnóstico;1934;Uso Urgente
390;102;17/02/2025;1042;Gray-Kelly;09/07/2021;Bloco Operatório;Ventilação;1935;Sala 302
338;104;03/09/2020;2164;Chan, Martin and Clark;16/08/2015;Ginecologia;Imagiologia;1936;Calibração pendente
62;107;09/02/2024;3387;Rodriguez Inc;17/02/2014;Bloco Operatório;Desfibrilhação;1937;Equipamento Novo
151;103;23/12/2025;737;Dunn, Serrano and Dillon;14/05/2017;Pediatria;Diagnóstico;1938;Manutenção efetuada
424;107;21/05/2024;3824;Cameron, Knight and Stanton;06/06/2016;Radiologia;Desfibrilhação;1939;Equipamento Novo
404;106;15/06/2021;3874;Phelps-Robinson;11/12/2015;Cardiologia;Infusão;1940;Calibração pendente
348;105;12/04/2020;402;Jones Group;14/07/2015;Cardiologia;Esterilização;1941;Uso Urgente
393;104;11/07/2024;2457;Burns-Day;25/11/2020;Ortopedia;Imagiologia;1942;Uso Urgente
41;106;08/06/2024;417;Scott PLC;09/01/2020;Urgências;Infusão;1943;Software v4.2
94;101;03/06/2025;3677;Wilkinson Group;18/02/2021;Bloco Operatório;Monitorização;1166;Calibração pendente
218;107;08/04/2022;1851;Davidson, Schwartz and Villanueva;02/07/2013;Oncologia;Desfibrilhação;1944;Ala Norte
360;106;25/08/2024;4932;Thomas, Crane and Gray;03/08/2019;Oncologia;Infusão;1945;Manutenção efetuada
233;106;19/09/2023;4775;Powell Inc;15/04/2015;Oncologia;Infusão;1946;Sala 302
23;107;17/06/2023;1792;Fox, Lang and Graham;24/05/2014;Radiologia;Desfibrilhação;1947;Ala Norte
415;102;18/10/2023;1073;Martinez, Ellis and Hernandez;12/09/2022;Ortopedia;Ventilação;1948;Manutenção efetuada
194;101;27/01/2020;3971;Perez and Sons;12/09/2012;Neurologia;Monitorização;1949;Equipamento Novo
425;103;02/10/2021;4643;Austin-Smith;25/01/2015;Ortopedia;Diagnóstico;1950;Sala 302
176;107;08/02/2021;4468;Morgan, Gregory and Duran;16/10/2019;Urgências;Desfibrilhação;1951;Manutenção efetuada
133;103;17/11/2020;159;Davis Inc;24/05/2018;Neurologia;Diagnóstico;1952;Software v4.2
263;107;02/01/2026;4802;Gray Inc;14/07/2022;Pediatria;Desfibrilhação;1953;Sala 302
174;102;07/11/2021;233;Marshall-Lane;20/02/2017;Ortopedia;Ventilação;1954;Software v4.2
210;107;21/06/2020;2866;Macias Ltd;25/10/2013;Cardiologia;Desfibrilhação;1955;Manutenção efetuada
372;105;17/03/2024;1925;Wells Ltd;30/11/2015;Neurologia;Esterilização;1956;Equipamento Novo
372;104;17/03/2024;1925;Wells Ltd;04/09/2018;Ginecologia;Imagiologia;1692;Uso Urgente
411;101;07/10/2021;2787;Kelly Group;16/05/2017;Neurologia;Monitorização;1866;Uso Urgente
199;102;21/04/2024;1654;Diaz, Mccann and Rodriguez;08/11/2021;Bloco Operatório;Ventilação;1276;Software v4.2
410;102;28/11/2020;1418;Griffith-Hernandez;17/11/2015;Cuidados Intensivos;Ventilação;1957;Ala Norte
152;105;25/03/2024;2450;Rogers-Blake;14/04/2015;Bloco Operatório;Esterilização;1527;Ala Norte
348;102;03/09/2023;2266;Jones Group;10/04/2019;Cuidados Intensivos;Ventilação;1665;Calibração pendente
344;101;23/01/2020;1376;Vazquez, Brock and Arroyo;07/08/2017;Oncologia;Monitorização;1958;Piso 1
