hospital_id;device_id;utilization_date;amount;name;creation_date;title;category;department_id;extra_info
144;106;2022-11-02;3493;Booker Group;2013-08-05;Radiologia;Infusão;3147;Software v4.2
398;102;2021-10-28;3062;Clark, Good and Gonzales;2016-01-31;Neurologia;Ventilação;2967;Calibração pendente
133;105;2023-10-03;1899;Davis Inc;2014-10-03;Urgências;Esterilização;3148;Equipamento Novo
46;101;2026-01-21;4467;Meyer Inc;2023-11-27;Ortopedia;Monitorização;1899;Ala Norte
252;102;2024-08-02;1266;Rodriguez Ltd;2020-02-29;Cuidados Intensivos;Ventilação;3149;Sala 302
372;105;2025-06-02;3527;Wells Ltd;2022-08-30;Ortopedia;Esterilização;3150;Calibração pendente
372;105;2025-06-02;3527;Wells Ltd;2017-09-26;Bloco Operatório;Esterilização;3151;Uso Urgente
468;104;2024-07-01;1182;Richard, Turner and Golden;2020-01-20;Ginecologia;Imagiologia;3152;Equipamento Novo
295;102;2020-02-05;2547;Clark-Morris;2014-08-09;Bloco Operatório;Ventilação;1845;Ala Norte
400;101;2025-12-23;2390;Gibbs, Bowen and Salazar;2020-09-22;Oncologia;Monitorização;3153;Equipamento Novo
471;101;2025-11-06;2531;Jordan-Gomez;2017-01-02;Ortopedia;Monitorização;3154;Software v4.2
157;107;2020-10-31;4162;Jackson-Williams;2011-03-02;Ginecologia;Desfibrilhação;1898;Ala Norte
456;105;2024-12-24;2119;Robles-Harris;2020-04-24;Ginecologia;Esterilização;2200;Equipamento Novo
10;106;2022-07-04;1609;Banks, Robertson and Martinez;2013-10-02;Ginecologia;Infusão;3155;Sala 302
145;101;2023-10-21;2393;Valentine-Stewart;2017-02-08;Radiologia;Monitorização;1175;Ala Norte
328;106;2025-03-09;1882;Sims, Allen and Smith;2019-07-09;Oncologia;Infusão;2331;Piso 1
168;103;2022-03-26;226;Schwartz Ltd;2015-06-13;Ginecologia;Diagnóstico;3156;Uso Urgente
452;106;2021-03-02;1351;Thomas-Fisher;2019-11-09;Cuidados Intensivos;Infusão;3157;Equipamento Novo
369;102;2022-02-13;3072;Harrison-Griffith;2014-06-07;Ortopedia;Ventilação;3158;Uso Urgente
432;104;2025-02-22;2728;Davis LLC;2020-12-27;Radiologia;Imagiologia;3159;Piso 1
223;106;2025-02-10;2121;Anderson LLC;2023-07-17;Neurologia;Infusão;1314;Calibração pendente
336;108;2020-07-10;4945;Roberson, Walton and Lutz;2012-12-21;Pediatria;Sutura Mecânica;3160;Sala 302
304;104;2020-02-25;108;Fernandez-Jones;2013-02-20;Cuidados Intensivos;Imagiologia;2324;Piso 1
428;108;2022-02-06;2736;Smith-Duran;2016-10-19;Cardiologia;Sutura Mecânica;3161;Software v4.2
264;104;2023-05-12;3269;Scott, Jones and Banks;2019-04-02;Ginecologia;Imagiologia;2044;Manutenção efetuada
6;102;2020-02-16;2509;Russell LLC;2011-01-28;Neurologia;Ventilação;3162;Sala 302
431;101;2021-07-12;2797;Bradshaw, Anderson and Bender;2013-06-13;Radiologia;Monitorização;3163;Sala 302
387;105;2023-01-16;4450;Brown-Campbell;2015-05-14;Urgências;Esterilização;3164;Sala 302
376;106;2021-06-20;736;Roberts, Flores and Wade;2013-04-02;Oncologia;Infusão;2298;Calibração pendente
376;102;2021-06-20;736;Roberts, Flores and Wade;2019-09-13;Bloco Operatório;Ventilação;2672;Manutenção efetuada
317;107;2023-12-22;3931;Humphrey, Thompson and Thomas;2020-10-08;Radiologia;Desfibrilhação;3165;Manutenção efetuada
125;106;2023-02-24;3503;Reed PLC;2020-03-19;Bloco Operatório;Infusão;1182;Sala 302
472;103;2022-06-17;2122;Armstrong Inc;2017-11-28;Urgências;Diagnóstico;3166;Ala Norte
386;105;2023-01-26;3086;Lam, Smith and Harmon;2020-03-01;Cardiologia;Esterilização;1751;Sala 302
41;102;2024-12-13;2906;Scott PLC;2023-01-14;Radiologia;Ventilação;3167;Manutenção efetuada
205;105;2024-03-21;3688;Rose and Sons;2022-08-02;Cuidados Intensivos;Esterilização;3168;Uso Urgente
269;102;2024-08-04;3163;Norton-Carter;2015-03-13;Ginecologia;Ventilação;3081;Calibração pendente
361;107;2024-02-01;214;Oconnor, Fox and Brown;2020-01-30;Radiologia;Desfibrilhação;2739;Sala 302
123;103;2023-07-26;1613;Jackson and Sons;2018-06-04;Bloco Operatório;Diagnóstico;2130;Manutenção efetuada
339;108;2022-07-18;3411;Ryan-Pace;2016-10-27;Urgências;Sutura Mecânica;2403;Calibração pendente
474;106;2023-12-08;3017;Sims-Smith;2021-12-16;Ginecologia;Infusão;3169;Uso Urgente
471;104;2020-05-07;4260;Jordan-Gomez;2016-06-30;Bloco Operatório;Imagiologia;3170;Calibração pendente
262;105;2021-07-09;2657;Johnson, White and Reed;2012-11-09;Cardiologia;Esterilização;1765;Calibração pendente
144;102;2025-07-09;1073;Booker Group;2022-06-19;Bloco Operatório;Ventilação;1715;Ala Norte
166;107;2022-06-17;3091;Price, Ortiz and Buck;2018-04-20;Urgências;Desfibrilhação;3171;Equipamento Novo
401;101;2022-12-14;1290;Simon Group;2021-07-20;Ortopedia;Monitorização;1812;Piso 1
347;108;2024-08-25;3824;Stevens-Padilla;2022-02-26;Bloco Operatório;Sutura Mecânica;3172;Calibração pendente
16;107;2022-03-19;1880;Oconnor-Wilson;2018-08-27;Radiologia;Desfibrilhação;3173;Ala Norte
91;104;2022-11-06;254;Hill-Hood;2020-01-09;Ortopedia;Imagiologia;3174;Piso 1
254;104;2021-09-22;637;Salinas-Franco;2016-08-09;Bloco Operatório;Imagiologia;3175;Sala 302
479;108;2023-10-15;2110;Grant Group;2017-03-10;Cardiologia;Sutura Mecânica;3176;Calibração pendente
394;105;2020-04-24;3320;Johnson-Garcia;2017-06-15;Pediatria;Esterilização;1782;Ala Norte
30;104;2020-01-14;3333;Manning-Long;2016-11-27;Oncologia;Imagiologia;3177;Sala 302
47;104;2021-06-25;279;Stevenson, Ross and Francis;2018-01-03;Radiologia;Imagiologia;3178;Uso Urgente
43;105;2025-11-06;844;Watson PLC;2022-08-21;Ortopedia;Esterilização;3179;Sala 302
226;105;2022-05-07;1049;Clark-Gonzalez;2020-08-18;Oncologia;Esterilização;3180;Ala Norte
226;102;2021-08-01;2873;Clark-Gonzalez;2018-09-11;Cuidados Intensivos;Ventilação;3181;Software v4.2
67;104;2022-02-18;1190;Scott and Sons;2017-04-17;Ginecologia;Imagiologia;3182;Equipamento Novo
211;105;2020-06-21;1696;Velez, Hernandez and Hood;2013-04-01;Cardiologia;Esterilização;2659;Manutenção efetuada
183;103;2023-07-08;784;Lewis, Rosales and Barrett;2020-12-28;Cuidados Intensivos;Diagnóstico;2729;Ala Norte
183;101;2023-07-08;784;Lewis, Rosales and Barrett;2021-02-11;Ortopedia;Monitorização;2730;Ala Norte
321;106;2020-04-16;4306;Lambert-Baker;2018-09-05;Cuidados Intensivos;Infusão;3183;Calibração pendente
468;108;2020-03-01;3986;Richard, Turner and Golden;2011-09-01;Cardiologia;Sutura Mecânica;3184;Piso 1
241;105;2025-01-11;1529;Hogan PLC;2016-01-22;Urgências;Esterilização;3185;Ala Norte
347;105;2026-02-05;972;Stevens-Padilla;2022-05-22;Radiologia;Esterilização;3186;Piso 1
201;102;2022-10-03;1003;Carr-Sellers;2017-07-16;Ortopedia;Ventilação;3187;Ala Norte
289;101;2024-07-19;1866;Edwards LLC;2023-05-30;Radiologia;Monitorização;1459;Ala Norte
289;102;2024-07-19;1866;Edwards LLC;2016-04-23;Neurologia;Ventilação;3188;Sala 302
209;105;2025-07-04;4994;Wright, Smith and Lucas;2022-04-20;Radiologia;Esterilização;3189;Manutenção efetuada
361;104;2025-03-28;1820;Oconnor, Fox and Brown;2018-08-15;Cardiologia;Imagiologia;3190;Manutenção efetuada
308;102;2021-08-06;4471;Richardson Ltd;2018-01-20;Oncologia;Ventilação;3191;Sala 302
338;105;2022-12-31;857;Chan, Martin and Clark;2016-09-23;Radiologia;Esterilização;2896;Manutenção efetuada
426;101;2021-10-30;1817;Vega Group;2012-01-26;Bloco Operatório;Monitorização;3192;Piso 1
442;108;2022-06-17;133;Jones-Villa;2013-06-15;Radiologia;Sutura Mecânica;2973;Calibração pendente
442;101;2022-06-17;133;Jones-Villa;2014-12-08;Pediatria;Monitorização;2909;Piso 1
423;103;2021-04-11;1553;Bowers-Kelley;2017-01-20;Ginecologia;Diagnóstico;3193;Calibração pendente
258;102;2023-08-15;937;Yoder-Pearson;2013-08-19;Ginecologia;Ventilação;3194;Ala Norte
393;101;2022-10-15;3611;Burns-Day;2018-06-30;Radiologia;Monitorização;3195;Uso Urgente
202;103;2023-03-27;399;Clark, Smith and Martinez;2017-04-08;Pediatria;Diagnóstico;1567;Software v4.2
54;106;2020-04-06;497;Mcfarland, Norris and Wilson;2018-03-12;Oncologia;Infusão;1057;Calibração pendente
62;108;2022-08-01;3014;Rodriguez Inc;2021-04-12;Neurologia;Sutura Mecânica;3196;Calibração pendente
225;106;2021-07-17;2866;Nielsen, Patel and Williams;2018-11-09;Radiologia;Infusão;3197;Sala 302
294;106;2021-03-03;4037;Smith-Barrett;2017-07-02;Ortopedia;Infusão;1471;Software v4.2
72;104;2021-03-09;2936;Richard, Rodriguez and Smith;2016-04-02;Neurologia;Imagiologia;3198;Uso Urgente
47;106;2020-12-10;3906;Stevenson, Ross and Francis;2015-09-04;Cuidados Intensivos;Infusão;3199;Ala Norte
22;108;2024-12-01;3633;Alexander, Taylor and Lam;2016-01-03;Radiologia;Sutura Mecânica;3200;Software v4.2
427;103;2024-08-05;4984;Bean-Wright;2017-12-27;Cardiologia;Diagnóstico;3201;Manutenção efetuada
371;106;2022-10-13;2303;Adams, Garcia and Rios;2019-01-11;Pediatria;Infusão;3202;Manutenção efetuada
363;101;2020-01-09;758;Cunningham and Sons;2016-07-18;Ginecologia;Monitorização;3203;Manutenção efetuada
477;107;2020-09-26;3820;Foster Ltd;2017-10-18;Ginecologia;Desfibrilhação;3204;Calibração pendente
331;105;2021-07-07;881;Austin Ltd;2011-09-30;Bloco Operatório;Esterilização;1669;Sala 302
372;107;2020-02-13;4661;Wells Ltd;2013-12-03;Bloco Operatório;Desfibrilhação;3151;Piso 1
372;108;2020-02-13;4661;Wells Ltd;2016-05-03;Ortopedia;Sutura Mecânica;3150;Software v4.2
424;106;2021-08-25;2816;Cameron, Knight and Stanton;2018-12-03;Urgências;Infusão;2317;Piso 1
177;106;2024-08-17;888;Harris LLC;2016-03-22;Ortopedia;Infusão;2263;Software v4.2
343;108;2023-08-01;2530;Thompson, Williams and Weaver;2016-10-02;Neurologia;Sutura Mecânica;3205;Equipamento Novo
410;101;2020-06-17;2083;Griffith-Hernandez;2014-04-25;Bloco Operatório;Monitorização;3206;Calibração pendente
50;103;2021-09-02;2772;Gonzalez, Adams and Avery;2012-07-20;Oncologia;Diagnóstico;1501;Sala 302
199;101;2025-07-25;4073;Diaz, Mccann and Rodriguez;2020-06-06;Neurologia;Monitorização;2865;Equipamento Novo
180;102;2025-01-18;4316;Lee, Herman and Ramirez;2021-07-23;Radiologia;Ventilação;3207;Equipamento Novo
204;101;2021-12-08;1062;Black Inc;2017-12-10;Radiologia;Monitorização;3208;Software v4.2
339;102;2022-07-08;2844;Ryan-Pace;2019-04-07;Oncologia;Ventilação;3209;Piso 1
160;104;2020-05-21;3745;Stuart Inc;2013-05-05;Bloco Operatório;Imagiologia;3210;Calibração pendente
134;101;2021-06-11;4178;Kim-Pierce;2016-01-27;Neurologia;Monitorização;3211;Software v4.2
270;105;2023-12-26;3829;Nelson Group;2014-08-16;Cardiologia;Esterilização;1424;Manutenção efetuada
366;103;2021-02-11;1529;Nguyen, Martin and Turner;2019-06-17;Neurologia;Diagnóstico;1674;Software v4.2
366;103;2021-02-11;1529;Nguyen, Martin and Turner;2016-11-03;Ginecologia;Diagnóstico;3212;Piso 1
376;107;2023-01-21;4103;Roberts, Flores and Wade;2020-03-01;Neurologia;Desfibrilhação;3213;Manutenção efetuada
376;106;2023-01-21;4103;Roberts, Flores and Wade;2019-01-03;Cardiologia;Infusão;2922;Equipamento Novo
273;101;2023-05-31;1484;Ford, Weber and Joseph;2017-10-12;Neurologia;Monitorização;3214;Uso Urgente
332;105;2025-05-17;4865;Moore-Lopez;2020-03-26;Radiologia;Esterilização;2333;Uso Urgente
172;107;2022-09-24;4517;Sellers-Ortiz;2017-07-05;Neurologia;Desfibrilhação;3215;Software v4.2
55;107;2025-02-10;815;Page, Rojas and Sims;2022-05-16;Bloco Operatório;Desfibrilhação;3216;Sala 302
22;102;2024-11-06;4532;Alexander, Taylor and Lam;2021-10-20;Neurologia;Ventilação;1022;Sala 302
372;103;2022-09-29;1604;Wells Ltd;2013-05-27;Ortopedia;Diagnóstico;3150;Calibração pendente
372;105;2022-09-29;1604;Wells Ltd;2019-09-04;Urgências;Esterilização;3217;Software v4.2
460;104;2023-11-10;1429;Park, Higgins and Reynolds;2014-11-12;Cardiologia;Imagiologia;2429;Software v4.2
148;107;2021-03-24;1857;Riley Ltd;2020-02-16;Urgências;Desfibrilhação;2608;Uso Urgente
374;101;2024-07-21;537;Jones LLC;2016-06-11;Urgências;Monitorização;3218;Piso 1
486;105;2023-05-06;3634;Becker, King and Johnson;2018-12-29;Urgências;Esterilização;3219;Manutenção efetuada
119;108;2023-06-02;1596;Flowers Inc;2020-08-23;Oncologia;Sutura Mecânica;3220;Manutenção efetuada
95;101;2022-12-21;4932;Silva PLC;2019-11-02;Cardiologia;Monitorização;3221;Calibração pendente
428;108;2022-12-31;1709;Smith-Duran;2020-01-28;Ortopedia;Sutura Mecânica;2085;Equipamento Novo
480;102;2023-01-15;2623;Mccann-Allen;2021-12-22;Oncologia;Ventilação;3222;Manutenção efetuada
412;104;2023-12-17;4880;Thomas-Randall;2020-10-13;Bloco Operatório;Imagiologia;3223;Equipamento Novo
292;102;2025-06-11;2976;Smith and Sons;2021-11-17;Cuidados Intensivos;Ventilação;3224;Equipamento Novo
399;106;2020-06-22;2856;Thompson PLC;2016-06-13;Oncologia;Infusão;3225;Sala 302
164;104;2022-04-09;1302;Fox-Tucker;2014-05-02;Ginecologia;Imagiologia;3226;Piso 1
198;107;2021-06-10;4807;Zavala PLC;2019-05-10;Oncologia;Desfibrilhação;3227;Piso 1
248;106;2021-09-05;2062;Taylor and Sons;2019-08-05;Urgências;Infusão;3228;Sala 302
65;102;2025-12-30;2501;Moreno Inc;2017-12-07;Ginecologia;Ventilação;3229;Equipamento Novo
65;102;2025-12-30;2501;Moreno Inc;2022-01-01;Pediatria;Ventilação;1072;Calibração pendente
65;107;2025-12-30;2501;Moreno Inc;2018-07-01;Ginecologia;Desfibrilhação;3229;Sala 302
391;101;2021-04-21;2780;Riggs-Huff;2014-04-20;Ortopedia;Monitorização;1860;Software v4.2
299;105;2020-10-21;4547;Glover-Smith;2013-08-08;Cuidados Intensivos;Esterilização;3230;Ala Norte
215;104;2025-01-03;906;Wright, Pratt and Rogers;2017-07-03;Pediatria;Imagiologia;3085;Calibração pendente
50;106;2024-06-07;1216;Gonzalez, Adams and Avery;2022-08-12;Cuidados Intensivos;Infusão;1628;Manutenção efetuada
62;102;2021-05-29;1538;Rodriguez Inc;2011-07-05;Cuidados Intensivos;Ventilação;1068;Ala Norte
262;105;2021-12-23;4210;Johnson, White and Reed;2014-05-09;Oncologia;Esterilização;3231;Software v4.2
193;107;2020-05-08;355;Little-Smith;2018-06-28;Ginecologia;Desfibrilhação;1260;Piso 1
193;104;2020-05-08;355;Little-Smith;2019-05-05;Pediatria;Imagiologia;1677;Equipamento Novo
223;108;2024-01-15;744;Anderson LLC;2015-05-10;Neurologia;Sutura Mecânica;1314;Sala 302
227;102;2023-02-24;4173;Chavez, Morrison and Snyder;2018-10-28;Radiologia;Ventilação;3232;Calibração pendente
64;106;2020-07-21;1916;Roberts-Brown;2016-06-25;Ortopedia;Infusão;3233;Piso 1
312;103;2024-09-24;2954;Christian, Hayes and Taylor;2023-03-14;Ortopedia;Diagnóstico;3234;Ala Norte
186;105;2023-05-20;2015;Marsh-Morris;2015-01-15;Cuidados Intensivos;Esterilização;1392;Software v4.2
280;102;2023-10-29;2239;Ellis-Sparks;2014-05-09;Pediatria;Ventilação;3235;Sala 302
339;103;2021-06-16;4116;Ryan-Pace;2013-06-14;Ortopedia;Diagnóstico;3236;Software v4.2
332;108;2022-05-28;1493;Moore-Lopez;2017-12-28;Neurologia;Sutura Mecânica;2204;Ala Norte
338;106;2025-01-14;606;Chan, Martin and Clark;2023-04-25;Radiologia;Infusão;2896;Ala Norte
426;104;2022-02-09;3224;Vega Group;2014-01-10;Pediatria;Imagiologia;3237;Sala 302
403;102;2020-08-26;4362;Bell-Webb;2016-03-28;Cardiologia;Ventilação;3238;Software v4.2
319;101;2024-05-14;2509;Mckinney, Franklin and Aguirre;2022-04-18;Ginecologia;Monitorização;3239;Piso 1
319;106;2024-05-14;2509;Mckinney, Franklin and Aguirre;2016-09-13;Radiologia;Infusão;3240;Calibração pendente
338;108;2024-06-05;2306;Chan, Martin and Clark;2018-05-07;Radiologia;Sutura Mecânica;2896;Manutenção efetuada
470;102;2025-04-12;2233;Lee Inc;2017-04-18;Ortopedia;Ventilação;2562;Equipamento Novo
307;103;2024-02-19;1318;Campbell, Castillo and Pearson;2018-12-07;Ginecologia;Diagnóstico;1693;Uso Urgente
480;102;2023-06-26;4751;Mccann-Allen;2020-02-17;Oncologia;Ventilação;3222;Sala 302
282;107;2024-10-28;2703;Calderon Inc;2015-05-02;Radiologia;Desfibrilhação;3053;Calibração pendente
249;108;2022-04-20;3506;Phillips Group;2017-05-05;Ortopedia;Sutura Mecânica;2830;Uso Urgente
249;104;2022-04-20;3506;Phillips Group;2019-05-15;Pediatria;Imagiologia;1354;Manutenção efetuada
155;101;2023-12-12;1940;Yang, Torres and Patel;2022-09-27;Oncologia;Monitorização;3241;Sala 302
340;105;2021-09-09;3790;Yates Group;2015-12-08;Ginecologia;Esterilização;1924;Software v4.2
145;102;2023-11-23;3598;Valentine-Stewart;2016-05-05;Bloco Operatório;Ventilação;2946;Sala 302
464;106;2022-06-21;4786;Conrad, Hensley and Moore;2015-07-02;Neurologia;Infusão;3242;Software v4.2
470;105;2023-09-03;553;Lee Inc;2017-04-02;Bloco Operatório;Esterilização;3243;Equipamento Novo
309;105;2024-09-20;2274;Parker-Gonzales;2022-11-07;Urgências;Esterilização;2332;Manutenção efetuada
364;104;2025-03-04;3963;Hall, Weaver and Edwards;2019-08-28;Neurologia;Imagiologia;3244;Calibração pendente
64;105;2021-03-29;163;Roberts-Brown;2015-06-16;Neurologia;Esterilização;3245;Manutenção efetuada
247;108;2020-05-04;2026;Martinez-Wise;2012-06-30;Oncologia;Sutura Mecânica;2421;Ala Norte
247;108;2020-05-04;2026;Martinez-Wise;2017-07-04;Oncologia;Sutura Mecânica;2421;Uso Urgente
176;104;2023-05-04;1372;Morgan, Gregory and Duran;2014-05-17;Radiologia;Imagiologia;3246;Ala Norte
386;107;2020-01-19;3661;Lam, Smith and Harmon;2011-05-03;Ortopedia;Desfibrilhação;3247;Equipamento Novo
185;106;2024-02-14;2212;Adams-Park;2019-07-20;Oncologia;Infusão;3248;Sala 302
382;105;2020-10-12;573;Woodward, Chavez and Holden;2017-11-30;Ortopedia;Esterilização;3249;Sala 302
288;104;2021-10-30;2144;Johnson, Young and Richardson;2017-03-19;Cuidados Intensivos;Imagiologia;3250;Manutenção efetuada
324;101;2020-09-12;2639;Payne, Curtis and Clark;2018-12-04;Neurologia;Monitorização;3140;Piso 1
435;103;2023-03-10;3102;Wilson LLC;2016-09-30;Neurologia;Diagnóstico;3251;Ala Norte
28;106;2021-04-07;2575;Esparza LLC;2011-09-27;Urgências;Infusão;1029;Calibração pendente
38;101;2020-01-11;3987;Roman-Brown;2016-05-04;Oncologia;Monitorização;3252;Equipamento Novo
144;101;2023-08-05;287;Booker Group;2019-09-20;Ortopedia;Monitorização;3253;Calibração pendente
182;104;2021-04-20;4240;Williams Group;2018-03-18;Cardiologia;Imagiologia;2867;Manutenção efetuada
52;102;2020-11-13;3916;Pierce and Sons;2015-01-31;Cuidados Intensivos;Ventilação;3254;Uso Urgente
223;107;2024-10-05;2239;Anderson LLC;2016-06-06;Bloco Operatório;Desfibrilhação;3255;Software v4.2
229;106;2024-03-29;3968;Hansen-Butler;2015-07-05;Pediatria;Infusão;2596;Ala Norte
199;101;2025-09-25;1020;Diaz, Mccann and Rodriguez;2019-05-25;Ginecologia;Monitorização;3256;Software v4.2
184;105;2023-11-19;919;Smith, Norris and West;2015-03-08;Cardiologia;Esterilização;3257;Uso Urgente
329;103;2024-02-08;3138;Lopez Ltd;2018-01-29;Radiologia;Diagnóstico;3258;Uso Urgente
422;108;2023-09-26;2305;Espinoza-Valencia;2021-04-19;Oncologia;Sutura Mecânica;1920;Uso Urgente
160;104;2022-07-21;1794;Stuart Inc;2019-10-17;Pediatria;Imagiologia;3259;Software v4.2
428;108;2025-08-11;1788;Smith-Duran;2024-06-25;Oncologia;Sutura Mecânica;3260;Software v4.2
380;101;2021-05-29;1456;Jacobson, Harrison and Scott;2020-01-20;Bloco Operatório;Monitorização;3261;Piso 1
272;106;2025-05-19;4099;Simon Inc;2016-05-21;Cardiologia;Infusão;3262;Uso Urgente
199;102;2020-02-29;3833;Diaz, Mccann and Rodriguez;2016-02-29;Cardiologia;Ventilação;2981;Manutenção efetuada
436;106;2024-06-02;3210;Thompson, Dunn and Fitzgerald;2018-10-20;Urgências;Infusão;2215;Calibração pendente
492;102;2023-12-25;2489;Gates, Murphy and Lopez;2020-01-01;Oncologia;Ventilação;3263;Piso 1
51;104;2023-07-12;3376;Bradley LLC;2021-03-18;Cardiologia;Imagiologia;2146;Uso Urgente
433;108;2020-05-18;4622;Floyd Group;2016-01-28;Cardiologia;Sutura Mecânica;3264;Calibração pendente
118;104;2020-10-29;1875;Thomas Group;2012-05-23;Bloco Operatório;Imagiologia;3265;Manutenção efetuada
343;103;2024-11-02;3279;Thompson, Williams and Weaver;2015-06-04;Cuidados Intensivos;Diagnóstico;3266;Calibração pendente
412;102;2021-02-11;1746;Thomas-Randall;2011-10-18;Neurologia;Ventilação;3267;Calibração pendente
242;107;2024-11-05;881;Harris, Mayo and Mcintyre;2015-10-01;Radiologia;Desfibrilhação;3268;Software v4.2
202;107;2024-08-11;1898;Clark, Smith and Martinez;2021-07-19;Pediatria;Desfibrilhação;1567;Equipamento Novo
285;104;2020-01-11;3415;Griffin PLC;2019-01-08;Radiologia;Imagiologia;3269;Software v4.2
51;107;2023-12-21;3026;Bradley LLC;2021-05-04;Oncologia;Desfibrilhação;3270;Software v4.2
149;101;2023-06-21;1856;Weaver Inc;2016-09-07;Cuidados Intensivos;Monitorização;2794;Equipamento Novo
427;101;2020-03-20;2938;Bean-Wright;2018-05-09;Cardiologia;Monitorização;3201;Sala 302
257;106;2021-06-16;1937;Williams LLC;2017-07-06;Ortopedia;Infusão;1371;Sala 302
257;104;2021-06-16;1937;Williams LLC;2016-05-31;Ortopedia;Imagiologia;1371;Equipamento Novo
257;108;2021-06-16;1937;Williams LLC;2014-06-03;Ginecologia;Sutura Mecânica;2436;Sala 302
104;103;2024-11-02;3511;Skinner-Soto;2022-11-26;Neurologia;Diagnóstico;3271;Calibração pendente
389;108;2023-09-26;377;Herman, Hansen and Stone;2019-07-25;Bloco Operatório;Sutura Mecânica;1763;Ala Norte
149;106;2023-03-17;3687;Weaver Inc;2014-12-18;Ortopedia;Infusão;3272;Uso Urgente
127;102;2022-07-29;326;Garcia and Sons;2018-07-22;Oncologia;Ventilação;1147;Equipamento Novo
13;106;2025-08-17;573;White, Mahoney and Merritt;2021-10-12;Radiologia;Infusão;2390;Manutenção efetuada
410;107;2020-08-18;4807;Griffith-Hernandez;2016-10-24;Urgências;Desfibrilhação;3273;Sala 302
60;102;2021-12-17;1644;Macdonald and Sons;2012-07-06;Radiologia;Ventilação;3274;Software v4.2
198;103;2021-10-12;1843;Zavala PLC;2012-07-15;Cardiologia;Diagnóstico;1275;Sala 302
155;108;2025-09-08;3292;Yang, Torres and Patel;2020-12-24;Neurologia;Sutura Mecânica;1193;Piso 1
303;101;2023-11-24;3549;White LLC;2014-06-23;Radiologia;Monitorização;3275;Sala 302
180;107;2021-06-21;4436;Lee, Herman and Ramirez;2011-07-06;Oncologia;Desfibrilhação;1246;Ala Norte
381;101;2021-04-24;562;Campbell, Garcia and Dean;2012-10-08;Cardiologia;Monitorização;3276;Calibração pendente
267;102;2021-04-02;3543;Baker-Cunningham;2012-03-15;Urgências;Ventilação;3277;Calibração pendente
449;101;2022-12-24;394;Smith-Espinoza;2016-12-26;Cuidados Intensivos;Monitorização;3278;Ala Norte
467;107;2023-04-19;3622;Johnson-Klein;2018-11-11;Bloco Operatório;Desfibrilhação;2834;Piso 1
384;105;2024-09-04;284;Massey Inc;2021-03-18;Cardiologia;Esterilização;1741;Sala 302
230;103;2024-10-17;4435;Miller Inc;2019-06-04;Bloco Operatório;Diagnóstico;1915;Ala Norte
387;102;2024-02-20;1786;Brown-Campbell;2017-01-24;Urgências;Ventilação;3164;Manutenção efetuada
234;107;2022-07-06;875;Bright-Jenkins;2019-12-25;Neurologia;Desfibrilhação;2621;Equipamento Novo
8;102;2024-05-30;2917;Stephens-Massey;2021-05-11;Pediatria;Ventilação;3279;Calibração pendente
148;102;2021-02-23;3798;Riley Ltd;2018-07-11;Oncologia;Ventilação;3280;Software v4.2
102;103;2025-07-25;453;Ramirez-Ayala;2021-03-10;Cuidados Intensivos;Diagnóstico;1119;Ala Norte
172;103;2023-12-03;559;Sellers-Ortiz;2021-08-22;Ortopedia;Diagnóstico;1227;Piso 1
141;105;2023-11-26;2591;Espinoza Group;2016-04-04;Bloco Operatório;Esterilização;2728;Piso 1
207;105;2024-11-25;3995;Porter, Nelson and Dorsey;2020-06-03;Cardiologia;Esterilização;3281;Piso 1
448;104;2021-10-09;1839;Bowman Ltd;2016-07-02;Cuidados Intensivos;Imagiologia;3282;Piso 1
14;103;2024-05-31;4452;Ward PLC;2015-10-08;Neurologia;Diagnóstico;3283;Piso 1
471;102;2022-10-01;4063;Jordan-Gomez;2020-04-21;Bloco Operatório;Ventilação;3170;Sala 302
258;102;2021-05-08;1828;Yoder-Pearson;2016-03-08;Pediatria;Ventilação;3284;Piso 1
315;101;2023-01-03;4655;Simmons, Zavala and Jimenez;2017-10-31;Ortopedia;Monitorização;3285;Sala 302
71;107;2023-11-29;174;Gallegos and Sons;2020-08-21;Cardiologia;Desfibrilhação;3286;Uso Urgente
254;101;2025-03-01;4796;Salinas-Franco;2022-07-27;Oncologia;Monitorização;3287;Equipamento Novo
214;108;2025-04-24;4085;Saunders-Andrews;2016-02-01;Ginecologia;Sutura Mecânica;2675;Ala Norte
234;101;2024-09-15;3964;Bright-Jenkins;2021-07-27;Ortopedia;Monitorização;3288;Ala Norte
399;101;2025-10-08;4629;Thompson PLC;2016-01-13;Bloco Operatório;Monitorização;3289;Manutenção efetuada
13;108;2020-07-13;4880;White, Mahoney and Merritt;2011-02-05;Urgências;Sutura Mecânica;1081;Manutenção efetuada
438;107;2024-04-20;4294;Williams-Jackson;2020-06-30;Cuidados Intensivos;Desfibrilhação;3290;Ala Norte
264;105;2021-03-04;3805;Scott, Jones and Banks;2013-03-03;Cuidados Intensivos;Esterilização;3291;Uso Urgente
474;106;2023-01-10;2432;Sims-Smith;2016-04-16;Pediatria;Infusão;3292;Uso Urgente
335;106;2023-03-19;1084;Johnson, Richardson and Conway;2021-05-07;Cuidados Intensivos;Infusão;3293;Equipamento Novo
53;101;2023-05-08;3114;Morrison PLC;2018-10-30;Bloco Operatório;Monitorização;3071;Software v4.2
